"Notes"	"State"	"State Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate	Crude Rate Standard Error
	"Alaska"	"02"	"Not Stated"	"NS"	"2008"	"2008"	"Female"	"F"	0	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Not Stated"	"NS"	"2008"	"2008"	"Male"	"M"	0	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Not Stated"	"NS"	"2009"	"2009"	"Female"	"F"	0	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Not Stated"	"NS"	"2009"	"2009"	"Male"	"M"	0	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Not Stated"	"NS"	"2010"	"2010"	"Female"	"F"	0	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Not Stated"	"NS"	"2010"	"2010"	"Male"	"M"	0	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Not Stated"	"NS"	"2011"	"2011"	"Female"	"F"	0	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Not Stated"	"NS"	"2011"	"2011"	"Male"	"M"	0	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Not Stated"	"NS"	"2012"	"2012"	"Female"	"F"	0	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Not Stated"	"NS"	"2012"	"2012"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Not Stated"	"NS"	"2013"	"2013"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Not Stated"	"NS"	"2013"	"2013"	"Male"	"M"	0	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Not Stated"	"NS"	"2014"	"2014"	"Female"	"F"	0	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Not Stated"	"NS"	"2014"	"2014"	"Male"	"M"	0	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Not Stated"	"NS"	"2015"	"2015"	"Female"	"F"	0	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Not Stated"	"NS"	"2015"	"2015"	"Male"	"M"	0	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Not Stated"	"NS"	"2016"	"2016"	"Female"	"F"	0	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Not Stated"	"NS"	"2016"	"2016"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Not Stated"	"NS"	"2017"	"2017"	"Female"	"F"	0	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Not Stated"	"NS"	"2017"	"2017"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Not Stated"	"NS"	"2018"	"2018"	"Female"	"F"	0	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Not Stated"	"NS"	"2018"	"2018"	"Male"	"M"	0	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Not Stated"	"NS"	"2019"	"2019"	"Female"	"F"	0	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Not Stated"	"NS"	"2019"	"2019"	"Male"	"M"	0	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Not Stated"	"NS"	"2020 "	"2020"	"Female"	"F"	0	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"Not Stated"	"NS"	"2020 "	"2020"	"Male"	"M"	0	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"< 1 year"	"1"	"1999"	"1999"	"Female"	"F"	232	37892	612.3	40.2
	"Arizona"	"04"	"< 1 year"	"1"	"1999"	"1999"	"Male"	"M"	316	39614	797.7	44.9
	"Arizona"	"04"	"< 1 year"	"1"	"2000"	"2000"	"Female"	"F"	251	37830	663.5	41.9
	"Arizona"	"04"	"< 1 year"	"1"	"2000"	"2000"	"Male"	"M"	322	39591	813.3	45.3
	"Arizona"	"04"	"< 1 year"	"1"	"2001"	"2001"	"Female"	"F"	263	41474	634.1	39.1
	"Arizona"	"04"	"< 1 year"	"1"	"2001"	"2001"	"Male"	"M"	329	43247	760.7	41.9
	"Arizona"	"04"	"< 1 year"	"1"	"2002"	"2002"	"Female"	"F"	224	41732	536.8	35.9
	"Arizona"	"04"	"< 1 year"	"1"	"2002"	"2002"	"Male"	"M"	335	43154	776.3	42.4
	"Arizona"	"04"	"< 1 year"	"1"	"2003"	"2003"	"Female"	"F"	263	42675	616.3	38.0
	"Arizona"	"04"	"< 1 year"	"1"	"2003"	"2003"	"Male"	"M"	330	44377	743.6	40.9
	"Arizona"	"04"	"< 1 year"	"1"	"2004"	"2004"	"Female"	"F"	273	43612	626.0	37.9
	"Arizona"	"04"	"< 1 year"	"1"	"2004"	"2004"	"Male"	"M"	357	45504	784.5	41.5
	"Arizona"	"04"	"< 1 year"	"1"	"2005"	"2005"	"Female"	"F"	297	45779	648.8	37.6
	"Arizona"	"04"	"< 1 year"	"1"	"2005"	"2005"	"Male"	"M"	365	46655	782.3	40.9
	"Arizona"	"04"	"< 1 year"	"1"	"2006"	"2006"	"Female"	"F"	286	45911	622.9	36.8
	"Arizona"	"04"	"< 1 year"	"1"	"2006"	"2006"	"Male"	"M"	365	48290	755.9	39.6
	"Arizona"	"04"	"< 1 year"	"1"	"2007"	"2007"	"Female"	"F"	307	47183	650.7	37.1
	"Arizona"	"04"	"< 1 year"	"1"	"2007"	"2007"	"Male"	"M"	404	48994	824.6	41.0
	"Arizona"	"04"	"< 1 year"	"1"	"2008"	"2008"	"Female"	"F"	285	46978	606.7	35.9
	"Arizona"	"04"	"< 1 year"	"1"	"2008"	"2008"	"Male"	"M"	350	48598	720.2	38.5
	"Arizona"	"04"	"< 1 year"	"1"	"2009"	"2009"	"Female"	"F"	250	42389	589.8	37.3
	"Arizona"	"04"	"< 1 year"	"1"	"2009"	"2009"	"Male"	"M"	306	44096	693.9	39.7
	"Arizona"	"04"	"< 1 year"	"1"	"2010"	"2010"	"Female"	"F"	221	42905	515.1	34.6
	"Arizona"	"04"	"< 1 year"	"1"	"2010"	"2010"	"Male"	"M"	301	44652	674.1	38.9
	"Arizona"	"04"	"< 1 year"	"1"	"2011"	"2011"	"Female"	"F"	237	42522	557.4	36.2
	"Arizona"	"04"	"< 1 year"	"1"	"2011"	"2011"	"Male"	"M"	270	44539	606.2	36.9
	"Arizona"	"04"	"< 1 year"	"1"	"2012"	"2012"	"Female"	"F"	225	42204	533.1	35.5
	"Arizona"	"04"	"< 1 year"	"1"	"2012"	"2012"	"Male"	"M"	279	44196	631.3	37.8
	"Arizona"	"04"	"< 1 year"	"1"	"2013"	"2013"	"Female"	"F"	207	41456	499.3	34.7
	"Arizona"	"04"	"< 1 year"	"1"	"2013"	"2013"	"Male"	"M"	244	43444	561.6	36.0
	"Arizona"	"04"	"< 1 year"	"1"	"2014"	"2014"	"Female"	"F"	242	41969	576.6	37.1
	"Arizona"	"04"	"< 1 year"	"1"	"2014"	"2014"	"Male"	"M"	292	43907	665.0	38.9
	"Arizona"	"04"	"< 1 year"	"1"	"2015"	"2015"	"Female"	"F"	228	42217	540.1	35.8
	"Arizona"	"04"	"< 1 year"	"1"	"2015"	"2015"	"Male"	"M"	241	44223	545.0	35.1
	"Arizona"	"04"	"< 1 year"	"1"	"2016"	"2016"	"Female"	"F"	205	42856	478.3	33.4
	"Arizona"	"04"	"< 1 year"	"1"	"2016"	"2016"	"Male"	"M"	251	44846	559.7	35.3
	"Arizona"	"04"	"< 1 year"	"1"	"2017"	"2017"	"Female"	"F"	202	41794	483.3	34.0
	"Arizona"	"04"	"< 1 year"	"1"	"2017"	"2017"	"Male"	"M"	267	43802	609.6	37.3
	"Arizona"	"04"	"< 1 year"	"1"	"2018"	"2018"	"Female"	"F"	196	40794	480.5	34.3
	"Arizona"	"04"	"< 1 year"	"1"	"2018"	"2018"	"Male"	"M"	255	42759	596.4	37.3
	"Arizona"	"04"	"< 1 year"	"1"	"2019"	"2019"	"Female"	"F"	181	40021	452.3	33.6
	"Arizona"	"04"	"< 1 year"	"1"	"2019"	"2019"	"Male"	"M"	248	41908	591.8	37.6
	"Arizona"	"04"	"< 1 year"	"1"	"2020 "	"2020"	"Female"	"F"	177	39827	444.4	33.4
	"Arizona"	"04"	"< 1 year"	"1"	"2020 "	"2020"	"Male"	"M"	228	41582	548.3	36.3
	"Arizona"	"04"	"1-4 years"	"1-4"	"1999"	"1999"	"Female"	"F"	44	145805	30.2	4.5
	"Arizona"	"04"	"1-4 years"	"1-4"	"1999"	"1999"	"Male"	"M"	64	152777	41.9	5.2
	"Arizona"	"04"	"1-4 years"	"1-4"	"2000"	"2000"	"Female"	"F"	50	148922	33.6	4.7
	"Arizona"	"04"	"1-4 years"	"1-4"	"2000"	"2000"	"Male"	"M"	63	156043	40.4	5.1
	"Arizona"	"04"	"1-4 years"	"1-4"	"2001"	"2001"	"Female"	"F"	74	151020	49.0	5.7
	"Arizona"	"04"	"1-4 years"	"1-4"	"2001"	"2001"	"Male"	"M"	73	158323	46.1	5.4
	"Arizona"	"04"	"1-4 years"	"1-4"	"2002"	"2002"	"Female"	"F"	57	156337	36.5	4.8
	"Arizona"	"04"	"1-4 years"	"1-4"	"2002"	"2002"	"Male"	"M"	73	163795	44.6	5.2
	"Arizona"	"04"	"1-4 years"	"1-4"	"2003"	"2003"	"Female"	"F"	64	161565	39.6	5.0
	"Arizona"	"04"	"1-4 years"	"1-4"	"2003"	"2003"	"Male"	"M"	70	167992	41.7	5.0
	"Arizona"	"04"	"1-4 years"	"1-4"	"2004"	"2004"	"Female"	"F"	50	166951	29.9	4.2
	"Arizona"	"04"	"1-4 years"	"1-4"	"2004"	"2004"	"Male"	"M"	61	173964	35.1	4.5
	"Arizona"	"04"	"1-4 years"	"1-4"	"2005"	"2005"	"Female"	"F"	45	173867	25.9	3.9
	"Arizona"	"04"	"1-4 years"	"1-4"	"2005"	"2005"	"Male"	"M"	87	180806	48.1	5.2
	"Arizona"	"04"	"1-4 years"	"1-4"	"2006"	"2006"	"Female"	"F"	68	179487	37.9	4.6
	"Arizona"	"04"	"1-4 years"	"1-4"	"2006"	"2006"	"Male"	"M"	78	186059	41.9	4.7
	"Arizona"	"04"	"1-4 years"	"1-4"	"2007"	"2007"	"Female"	"F"	57	183083	31.1	4.1
	"Arizona"	"04"	"1-4 years"	"1-4"	"2007"	"2007"	"Male"	"M"	58	190420	30.5	4.0
	"Arizona"	"04"	"1-4 years"	"1-4"	"2008"	"2008"	"Female"	"F"	59	185335	31.8	4.1
	"Arizona"	"04"	"1-4 years"	"1-4"	"2008"	"2008"	"Male"	"M"	72	192900	37.3	4.4
	"Arizona"	"04"	"1-4 years"	"1-4"	"2009"	"2009"	"Female"	"F"	63	184870	34.1	4.3
	"Arizona"	"04"	"1-4 years"	"1-4"	"2009"	"2009"	"Male"	"M"	65	192063	33.8	4.2
	"Arizona"	"04"	"1-4 years"	"1-4"	"2010"	"2010"	"Female"	"F"	51	180248	28.3	4.0
	"Arizona"	"04"	"1-4 years"	"1-4"	"2010"	"2010"	"Male"	"M"	73	187910	38.8	4.5
	"Arizona"	"04"	"1-4 years"	"1-4"	"2011"	"2011"	"Female"	"F"	38	177979	21.4	3.5
	"Arizona"	"04"	"1-4 years"	"1-4"	"2011"	"2011"	"Male"	"M"	69	185144	37.3	4.5
	"Arizona"	"04"	"1-4 years"	"1-4"	"2012"	"2012"	"Female"	"F"	49	173283	28.3	4.0
	"Arizona"	"04"	"1-4 years"	"1-4"	"2012"	"2012"	"Male"	"M"	70	179950	38.9	4.6
	"Arizona"	"04"	"1-4 years"	"1-4"	"2013"	"2013"	"Female"	"F"	52	169974	30.6	4.2
	"Arizona"	"04"	"1-4 years"	"1-4"	"2013"	"2013"	"Male"	"M"	79	176884	44.7	5.0
	"Arizona"	"04"	"1-4 years"	"1-4"	"2014"	"2014"	"Female"	"F"	45	168928	26.6	4.0
	"Arizona"	"04"	"1-4 years"	"1-4"	"2014"	"2014"	"Male"	"M"	53	176084	30.1	4.1
	"Arizona"	"04"	"1-4 years"	"1-4"	"2015"	"2015"	"Female"	"F"	47	167477	28.1	4.1
	"Arizona"	"04"	"1-4 years"	"1-4"	"2015"	"2015"	"Male"	"M"	57	175327	32.5	4.3
	"Arizona"	"04"	"1-4 years"	"1-4"	"2016"	"2016"	"Female"	"F"	48	171747	27.9	4.0
	"Arizona"	"04"	"1-4 years"	"1-4"	"2016"	"2016"	"Male"	"M"	72	179870	40.0	4.7
	"Arizona"	"04"	"1-4 years"	"1-4"	"2017"	"2017"	"Female"	"F"	45	171853	26.2	3.9
	"Arizona"	"04"	"1-4 years"	"1-4"	"2017"	"2017"	"Male"	"M"	55	179813	30.6	4.1
	"Arizona"	"04"	"1-4 years"	"1-4"	"2018"	"2018"	"Female"	"F"	41	172182	23.8	3.7
	"Arizona"	"04"	"1-4 years"	"1-4"	"2018"	"2018"	"Male"	"M"	73	180201	40.5	4.7
	"Arizona"	"04"	"1-4 years"	"1-4"	"2019"	"2019"	"Female"	"F"	40	170253	23.5	3.7
	"Arizona"	"04"	"1-4 years"	"1-4"	"2019"	"2019"	"Male"	"M"	41	177606	23.1	3.6
	"Arizona"	"04"	"1-4 years"	"1-4"	"2020 "	"2020"	"Female"	"F"	48	168007	28.6	4.1
	"Arizona"	"04"	"1-4 years"	"1-4"	"2020 "	"2020"	"Male"	"M"	54	175339	30.8	4.2
	"Arizona"	"04"	"5-14 years"	"5-14"	"1999"	"1999"	"Female"	"F"	56	363150	15.4	2.1
	"Arizona"	"04"	"5-14 years"	"5-14"	"1999"	"1999"	"Male"	"M"	79	381338	20.7	2.3
	"Arizona"	"04"	"5-14 years"	"5-14"	"2000"	"2000"	"Female"	"F"	59	374540	15.8	2.1
	"Arizona"	"04"	"5-14 years"	"5-14"	"2000"	"2000"	"Male"	"M"	102	393540	25.9	2.6
	"Arizona"	"04"	"5-14 years"	"5-14"	"2001"	"2001"	"Female"	"F"	68	381156	17.8	2.2
	"Arizona"	"04"	"5-14 years"	"5-14"	"2001"	"2001"	"Male"	"M"	107	399806	26.8	2.6
	"Arizona"	"04"	"5-14 years"	"5-14"	"2002"	"2002"	"Female"	"F"	65	386207	16.8	2.1
	"Arizona"	"04"	"5-14 years"	"5-14"	"2002"	"2002"	"Male"	"M"	85	405539	21.0	2.3
	"Arizona"	"04"	"5-14 years"	"5-14"	"2003"	"2003"	"Female"	"F"	56	390302	14.3	1.9
	"Arizona"	"04"	"5-14 years"	"5-14"	"2003"	"2003"	"Male"	"M"	102	410241	24.9	2.5
	"Arizona"	"04"	"5-14 years"	"5-14"	"2004"	"2004"	"Female"	"F"	55	395854	13.9	1.9
	"Arizona"	"04"	"5-14 years"	"5-14"	"2004"	"2004"	"Male"	"M"	91	415558	21.9	2.3
	"Arizona"	"04"	"5-14 years"	"5-14"	"2005"	"2005"	"Female"	"F"	74	403635	18.3	2.1
	"Arizona"	"04"	"5-14 years"	"5-14"	"2005"	"2005"	"Male"	"M"	87	423487	20.5	2.2
	"Arizona"	"04"	"5-14 years"	"5-14"	"2006"	"2006"	"Female"	"F"	64	415413	15.4	1.9
	"Arizona"	"04"	"5-14 years"	"5-14"	"2006"	"2006"	"Male"	"M"	74	434826	17.0	2.0
	"Arizona"	"04"	"5-14 years"	"5-14"	"2007"	"2007"	"Female"	"F"	73	424373	17.2	2.0
	"Arizona"	"04"	"5-14 years"	"5-14"	"2007"	"2007"	"Male"	"M"	83	442786	18.7	2.1
	"Arizona"	"04"	"5-14 years"	"5-14"	"2008"	"2008"	"Female"	"F"	52	432130	12.0	1.7
	"Arizona"	"04"	"5-14 years"	"5-14"	"2008"	"2008"	"Male"	"M"	84	450742	18.6	2.0
	"Arizona"	"04"	"5-14 years"	"5-14"	"2009"	"2009"	"Female"	"F"	59	436886	13.5	1.8
	"Arizona"	"04"	"5-14 years"	"5-14"	"2009"	"2009"	"Male"	"M"	85	456075	18.6	2.0
	"Arizona"	"04"	"5-14 years"	"5-14"	"2010"	"2010"	"Female"	"F"	50	442103	11.3	1.6
	"Arizona"	"04"	"5-14 years"	"5-14"	"2010"	"2010"	"Male"	"M"	75	460241	16.3	1.9
	"Arizona"	"04"	"5-14 years"	"5-14"	"2011"	"2011"	"Female"	"F"	49	443509	11.0	1.6
	"Arizona"	"04"	"5-14 years"	"5-14"	"2011"	"2011"	"Male"	"M"	76	461833	16.5	1.9
	"Arizona"	"04"	"5-14 years"	"5-14"	"2012"	"2012"	"Female"	"F"	57	446677	12.8	1.7
	"Arizona"	"04"	"5-14 years"	"5-14"	"2012"	"2012"	"Male"	"M"	72	465291	15.5	1.8
	"Arizona"	"04"	"5-14 years"	"5-14"	"2013"	"2013"	"Female"	"F"	55	449091	12.2	1.7
	"Arizona"	"04"	"5-14 years"	"5-14"	"2013"	"2013"	"Male"	"M"	71	466716	15.2	1.8
	"Arizona"	"04"	"5-14 years"	"5-14"	"2014"	"2014"	"Female"	"F"	66	450758	14.6	1.8
	"Arizona"	"04"	"5-14 years"	"5-14"	"2014"	"2014"	"Male"	"M"	66	468125	14.1	1.7
	"Arizona"	"04"	"5-14 years"	"5-14"	"2015"	"2015"	"Female"	"F"	41	450229	9.1	1.4
	"Arizona"	"04"	"5-14 years"	"5-14"	"2015"	"2015"	"Male"	"M"	56	467568	12.0	1.6
	"Arizona"	"04"	"5-14 years"	"5-14"	"2016"	"2016"	"Female"	"F"	43	448259	9.6	1.5
	"Arizona"	"04"	"5-14 years"	"5-14"	"2016"	"2016"	"Male"	"M"	68	464922	14.6	1.8
	"Arizona"	"04"	"5-14 years"	"5-14"	"2017"	"2017"	"Female"	"F"	62	449851	13.8	1.8
	"Arizona"	"04"	"5-14 years"	"5-14"	"2017"	"2017"	"Male"	"M"	74	467211	15.8	1.8
	"Arizona"	"04"	"5-14 years"	"5-14"	"2018"	"2018"	"Female"	"F"	49	455058	10.8	1.5
	"Arizona"	"04"	"5-14 years"	"5-14"	"2018"	"2018"	"Male"	"M"	82	473089	17.3	1.9
	"Arizona"	"04"	"5-14 years"	"5-14"	"2019"	"2019"	"Female"	"F"	52	456421	11.4	1.6
	"Arizona"	"04"	"5-14 years"	"5-14"	"2019"	"2019"	"Male"	"M"	91	474324	19.2	2.0
	"Arizona"	"04"	"5-14 years"	"5-14"	"2020 "	"2020"	"Female"	"F"	61	459378	13.3	1.7
	"Arizona"	"04"	"5-14 years"	"5-14"	"2020 "	"2020"	"Male"	"M"	81	477682	17.0	1.9
	"Arizona"	"04"	"15-24 years"	"15-24"	"1999"	"1999"	"Female"	"F"	151	339691	44.5	3.6
	"Arizona"	"04"	"15-24 years"	"15-24"	"1999"	"1999"	"Male"	"M"	489	371056	131.8	6.0
	"Arizona"	"04"	"15-24 years"	"15-24"	"2000"	"2000"	"Female"	"F"	153	348888	43.9	3.5
	"Arizona"	"04"	"15-24 years"	"15-24"	"2000"	"2000"	"Male"	"M"	522	381694	136.8	6.0
	"Arizona"	"04"	"15-24 years"	"15-24"	"2001"	"2001"	"Female"	"F"	174	363693	47.8	3.6
	"Arizona"	"04"	"15-24 years"	"15-24"	"2001"	"2001"	"Male"	"M"	560	396314	141.3	6.0
	"Arizona"	"04"	"15-24 years"	"15-24"	"2002"	"2002"	"Female"	"F"	184	374055	49.2	3.6
	"Arizona"	"04"	"15-24 years"	"15-24"	"2002"	"2002"	"Male"	"M"	601	406526	147.8	6.0
	"Arizona"	"04"	"15-24 years"	"15-24"	"2003"	"2003"	"Female"	"F"	181	382627	47.3	3.5
	"Arizona"	"04"	"15-24 years"	"15-24"	"2003"	"2003"	"Male"	"M"	592	413751	143.1	5.9
	"Arizona"	"04"	"15-24 years"	"15-24"	"2004"	"2004"	"Female"	"F"	205	390961	52.4	3.7
	"Arizona"	"04"	"15-24 years"	"15-24"	"2004"	"2004"	"Male"	"M"	621	423246	146.7	5.9
	"Arizona"	"04"	"15-24 years"	"15-24"	"2005"	"2005"	"Female"	"F"	199	400688	49.7	3.5
	"Arizona"	"04"	"15-24 years"	"15-24"	"2005"	"2005"	"Male"	"M"	671	434592	154.4	6.0
	"Arizona"	"04"	"15-24 years"	"15-24"	"2006"	"2006"	"Female"	"F"	256	410736	62.3	3.9
	"Arizona"	"04"	"15-24 years"	"15-24"	"2006"	"2006"	"Male"	"M"	709	446131	158.9	6.0
	"Arizona"	"04"	"15-24 years"	"15-24"	"2007"	"2007"	"Female"	"F"	228	420486	54.2	3.6
	"Arizona"	"04"	"15-24 years"	"15-24"	"2007"	"2007"	"Male"	"M"	656	456430	143.7	5.6
	"Arizona"	"04"	"15-24 years"	"15-24"	"2008"	"2008"	"Female"	"F"	190	429858	44.2	3.2
	"Arizona"	"04"	"15-24 years"	"15-24"	"2008"	"2008"	"Male"	"M"	571	463561	123.2	5.2
	"Arizona"	"04"	"15-24 years"	"15-24"	"2009"	"2009"	"Female"	"F"	165	434779	38.0	3.0
	"Arizona"	"04"	"15-24 years"	"15-24"	"2009"	"2009"	"Male"	"M"	502	465623	107.8	4.8
	"Arizona"	"04"	"15-24 years"	"15-24"	"2010"	"2010"	"Female"	"F"	159	437324	36.4	2.9
	"Arizona"	"04"	"15-24 years"	"15-24"	"2010"	"2010"	"Male"	"M"	505	466842	108.2	4.8
	"Arizona"	"04"	"15-24 years"	"15-24"	"2011"	"2011"	"Female"	"F"	176	441032	39.9	3.0
	"Arizona"	"04"	"15-24 years"	"15-24"	"2011"	"2011"	"Male"	"M"	511	473061	108.0	4.8
	"Arizona"	"04"	"15-24 years"	"15-24"	"2012"	"2012"	"Female"	"F"	182	445442	40.9	3.0
	"Arizona"	"04"	"15-24 years"	"15-24"	"2012"	"2012"	"Male"	"M"	492	476802	103.2	4.7
	"Arizona"	"04"	"15-24 years"	"15-24"	"2013"	"2013"	"Female"	"F"	167	452510	36.9	2.9
	"Arizona"	"04"	"15-24 years"	"15-24"	"2013"	"2013"	"Male"	"M"	502	483017	103.9	4.6
	"Arizona"	"04"	"15-24 years"	"15-24"	"2014"	"2014"	"Female"	"F"	175	457205	38.3	2.9
	"Arizona"	"04"	"15-24 years"	"15-24"	"2014"	"2014"	"Male"	"M"	465	486536	95.6	4.4
	"Arizona"	"04"	"15-24 years"	"15-24"	"2015"	"2015"	"Female"	"F"	172	459370	37.4	2.9
	"Arizona"	"04"	"15-24 years"	"15-24"	"2015"	"2015"	"Male"	"M"	501	488873	102.5	4.6
	"Arizona"	"04"	"15-24 years"	"15-24"	"2016"	"2016"	"Female"	"F"	211	459941	45.9	3.2
	"Arizona"	"04"	"15-24 years"	"15-24"	"2016"	"2016"	"Male"	"M"	545	491319	110.9	4.8
	"Arizona"	"04"	"15-24 years"	"15-24"	"2017"	"2017"	"Female"	"F"	181	460211	39.3	2.9
	"Arizona"	"04"	"15-24 years"	"15-24"	"2017"	"2017"	"Male"	"M"	558	491398	113.6	4.8
	"Arizona"	"04"	"15-24 years"	"15-24"	"2018"	"2018"	"Female"	"F"	223	467659	47.7	3.2
	"Arizona"	"04"	"15-24 years"	"15-24"	"2018"	"2018"	"Male"	"M"	636	498311	127.6	5.1
	"Arizona"	"04"	"15-24 years"	"15-24"	"2019"	"2019"	"Female"	"F"	222	472432	47.0	3.2
	"Arizona"	"04"	"15-24 years"	"15-24"	"2019"	"2019"	"Male"	"M"	623	501115	124.3	5.0
	"Arizona"	"04"	"15-24 years"	"15-24"	"2020 "	"2020"	"Female"	"F"	254	479710	52.9	3.3
	"Arizona"	"04"	"15-24 years"	"15-24"	"2020 "	"2020"	"Male"	"M"	828	506562	163.5	5.7
	"Arizona"	"04"	"25-34 years"	"25-34"	"1999"	"1999"	"Female"	"F"	228	354781	64.3	4.3
	"Arizona"	"04"	"25-34 years"	"25-34"	"1999"	"1999"	"Male"	"M"	629	383757	163.9	6.5
	"Arizona"	"04"	"25-34 years"	"25-34"	"2000"	"2000"	"Female"	"F"	255	355599	71.7	4.5
	"Arizona"	"04"	"25-34 years"	"25-34"	"2000"	"2000"	"Male"	"M"	641	387066	165.6	6.5
	"Arizona"	"04"	"25-34 years"	"25-34"	"2001"	"2001"	"Female"	"F"	234	358817	65.2	4.3
	"Arizona"	"04"	"25-34 years"	"25-34"	"2001"	"2001"	"Male"	"M"	679	389750	174.2	6.7
	"Arizona"	"04"	"25-34 years"	"25-34"	"2002"	"2002"	"Female"	"F"	208	365794	56.9	3.9
	"Arizona"	"04"	"25-34 years"	"25-34"	"2002"	"2002"	"Male"	"M"	697	395513	176.2	6.7
	"Arizona"	"04"	"25-34 years"	"25-34"	"2003"	"2003"	"Female"	"F"	261	371862	70.2	4.3
	"Arizona"	"04"	"25-34 years"	"25-34"	"2003"	"2003"	"Male"	"M"	642	399473	160.7	6.3
	"Arizona"	"04"	"25-34 years"	"25-34"	"2004"	"2004"	"Female"	"F"	257	380982	67.5	4.2
	"Arizona"	"04"	"25-34 years"	"25-34"	"2004"	"2004"	"Male"	"M"	630	407448	154.6	6.2
	"Arizona"	"04"	"25-34 years"	"25-34"	"2005"	"2005"	"Female"	"F"	251	394203	63.7	4.0
	"Arizona"	"04"	"25-34 years"	"25-34"	"2005"	"2005"	"Male"	"M"	730	417722	174.8	6.5
	"Arizona"	"04"	"25-34 years"	"25-34"	"2006"	"2006"	"Female"	"F"	278	408459	68.1	4.1
	"Arizona"	"04"	"25-34 years"	"25-34"	"2006"	"2006"	"Male"	"M"	771	429955	179.3	6.5
	"Arizona"	"04"	"25-34 years"	"25-34"	"2007"	"2007"	"Female"	"F"	280	415189	67.4	4.0
	"Arizona"	"04"	"25-34 years"	"25-34"	"2007"	"2007"	"Male"	"M"	762	436048	174.8	6.3
	"Arizona"	"04"	"25-34 years"	"25-34"	"2008"	"2008"	"Female"	"F"	251	418977	59.9	3.8
	"Arizona"	"04"	"25-34 years"	"25-34"	"2008"	"2008"	"Male"	"M"	686	439681	156.0	6.0
	"Arizona"	"04"	"25-34 years"	"25-34"	"2009"	"2009"	"Female"	"F"	324	419959	77.2	4.3
	"Arizona"	"04"	"25-34 years"	"25-34"	"2009"	"2009"	"Male"	"M"	682	439335	155.2	5.9
	"Arizona"	"04"	"25-34 years"	"25-34"	"2010"	"2010"	"Female"	"F"	290	418862	69.2	4.1
	"Arizona"	"04"	"25-34 years"	"25-34"	"2010"	"2010"	"Male"	"M"	726	437831	165.8	6.2
	"Arizona"	"04"	"25-34 years"	"25-34"	"2011"	"2011"	"Female"	"F"	287	423747	67.7	4.0
	"Arizona"	"04"	"25-34 years"	"25-34"	"2011"	"2011"	"Male"	"M"	689	446976	154.1	5.9
	"Arizona"	"04"	"25-34 years"	"25-34"	"2012"	"2012"	"Female"	"F"	352	426695	82.5	4.4
	"Arizona"	"04"	"25-34 years"	"25-34"	"2012"	"2012"	"Male"	"M"	726	451136	160.9	6.0
	"Arizona"	"04"	"25-34 years"	"25-34"	"2013"	"2013"	"Female"	"F"	317	427002	74.2	4.2
	"Arizona"	"04"	"25-34 years"	"25-34"	"2013"	"2013"	"Male"	"M"	783	454826	172.2	6.2
	"Arizona"	"04"	"25-34 years"	"25-34"	"2014"	"2014"	"Female"	"F"	308	434955	70.8	4.0
	"Arizona"	"04"	"25-34 years"	"25-34"	"2014"	"2014"	"Male"	"M"	768	462790	165.9	6.0
	"Arizona"	"04"	"25-34 years"	"25-34"	"2015"	"2015"	"Female"	"F"	380	442208	85.9	4.4
	"Arizona"	"04"	"25-34 years"	"25-34"	"2015"	"2015"	"Male"	"M"	801	471437	169.9	6.0
